"Group_Name","GroupID","Month_Num","Month","Members","PERC_TOTAL_MEM","PERC_TOTAL_PSR_PHONE","PERC_TOTAL_PCG_NEWALERT","PERC_TOTAL_PCG_PAC","PERC_TOTAL_PCG_PDC","PERC_TOTAL_PCG_REF","PERC_TOTAL_PCG_FLLOWUP","PERC_TOTAL_PCG_TERM","PERC_TOTAL_PCG_EMPGRP","PSR_PHONE_ACTS_LIKE_MEM","PCG_FOLLOWUP_ACTS_LIKE","PCG_NEWALERT_ACTS_LIKE","PCG_PAC_ACTS_LIKE","PCG_PDC_ACTS_LIKE","PCG_REF_ACTS_LIKE","PCG_TERM_ACTS_LIKE","PCG_EMPGRP_ACTS_LIKE","PRED_PHONE_VOLUME","PRED_PCGNEWALERT","PRED_PCGFOLLOWUP","PRED_PCGPAC","PRED_PCGPDC","PRED_PCGREF","PRED_PCGTERM","PRED_PCGEMPGRP","SUCC_TIME_PCGNEWALERT","SUCC_TIME_PCGFOLLOWUP","SUCC_TIME_PCGEMPGRP","SUCC_TIME_PCGPAC","SUCC_TIME_PCGPDC","SUCC_TIME_PCGREF","SUCC_TIME_PCGTERM","UNSUCC_TIME_PCGNEWALERT","UNSUCC_TIME_PCGFOLLOWUP","UNSUCC_TIME_PCGEMPGRP","UNSUCC_TIME_PCGPAC","UNSUCC_TIME_PCGPDC","UNSUCC_TIME_PCGREF","UNSUCC_TIME_PCGTERM","PERC_SUCCESSFUL_PCGNEWALERT","PERC_SUCCESSFUL_PCGFOLLOWUP","PERC_SUCCESSFUL_PCGEMPGRP","PERC_SUCCESSFUL_PCGPAC","PERC_SUCCESSFUL_PCGPDC","PERC_SUCCESSFUL_PCGREF","PERC_SUCCESSFUL_PCGTERM","PCGPDC_TIME_HOURS_SUCC","PCGPDC_TIME_HOURS_UNSUCC","PCGPAC_TIME_HOURS_SUCC","PCGPAC_TIME_HOURS_UNSUCC","PCGFLLUP_TIME_HOURS_SUCC","PCGFLLUP_TIME_HOURS_UNSUCC","PCGNEWALERT_TIME_HOURS_SUCC","PCGNEWALERT_TIME_HOURS_UNSUCC","PCGREF_TIME_HOURS_SUCC","PCGREF_TIME_HOURS_UNSUCC","PCGTERM_TIME_HOURS_SUCC","PCGTERM_TIME_HOURS_UNSUCC","PCGEMPGRP_TIME_HOURS_SUCC","PCGEMPGRP_TIME_HOURS_UNSUCC","PCG_ALL_TIME_HOURS","PCG_SUCC_TIME_HOURS","PCG_UNSUCC_TIME_HOURS","PCGPDC_TIME_HOURS","PCGPAC_TIME_HOURS","PCGFLLUP_TIME_HOURS","PCGNEWALERT_TIME_HOURS","PCGREF_TIME_HOURS","PCGTERM_TIME_HOURS","PCGEMPGRP_TIME_HOURS","SUCC_TIME_PSR_PHONE"
"ACME COMPANY -1031",1031,11,"November",27724,0.017954,0.017537,0.003897,0.016389,0.014279,0.012441,0.002671,0.003763,0.002788,27080.1,13811,6017.6,25307.4,22049.2,19211,13337,14765.3,2500,49.8,68.6,69.3,228.8,319.4,96.6,71.6,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,8.520376,12.261029,13.269825,1.297773,8.276744,7.673363,6.250593,4.424296,57.488273,24.677446,3.219876,0,1.2762,0,148.635794,98.301887,50.333907,20.781405,14.567598,15.950107,10.674889,82.165719,3.219876,1.2762,7.68
"ACME COMPANY -1031",1031,12,"December",27724,0.017954,0.013455,0.012343,0.013016,0.013517,0.010964,0.004391,0.000329,0.00536,20776.8,13472.9,19059.7,20098.9,20872.5,16930.3,8727.6,17395.1,1853.9,131.8,59.8,42.4,222.4,149.4,4.5,73,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,8.283435,11.920065,8.124583,0.794574,7.223053,6.696487,16.534906,11.703741,26.891072,11.543275,0.149211,0,1.302378,0,111.16678,68.508638,42.658142,20.2035,8.919157,13.91954,28.238647,38.434347,0.149211,1.302378,7.68
"ACME COMPANY -1032",1032,1,"January",12364,0.008007,0.011133,0.007947,0.003321,0.005884,0.004842,0.003957,0.011837,0.002456,17191,5897.1,12271.4,5128.1,9085.8,7476.8,5892.5,7381,3418.5,178.4,85.7,7.3,75.8,104.9,256.4,53.2,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,2.822781,4.062051,1.393567,0.136289,10.347932,9.59356,22.380224,15.841175,18.877382,8.103315,8.545602,0,0.948664,0,103.052542,65.316152,37.73639,6.884832,1.529856,19.941492,38.221399,26.980697,8.545602,0.948664,7.68
"ACME COMPANY -1032",1032,2,"February",12364,0.008007,0.010025,0.00735,0.004355,0.005854,0.004994,0.003398,0.000143,0.002514,15480.1,13861.8,11349.5,6724.8,9039.4,7711.5,7302.3,8869.6,2390.1,130.7,89.8,12.6,81.6,132,3.8,66.5,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,3.039524,4.373949,2.41251,0.23594,10.846771,10.056034,16.403908,11.611018,23.767247,10.202341,0.126099,0,1.185156,0,94.260497,57.781215,36.479282,7.413473,2.64845,20.902805,28.014926,33.969588,0.126099,1.185156,7.68
"ACME COMPANY -1032",1032,3,"March",12364,0.008007,0.012482,0.006886,0.00681,0.00665,0.006874,0.002703,0.009476,0.002099,19274.1,14005.4,10633,10515.7,10268.6,10614.5,6366.5,5872.4,2964.1,79.9,81.8,15.7,106.2,208,286.7,63.5,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,3.953542,5.689244,3.001903,0.293582,9.873416,9.153637,10.029486,7.099073,37.436842,16.070158,9.555502,0,1.13246,0,113.288845,74.983151,38.305694,9.642786,3.295485,19.027053,17.128559,53.507,9.555502,1.13246,7.68
"ACME COMPANY -1032",1032,4,"April",12364,0.008007,0.005849,0.009068,0.005983,0.004555,0.005626,0.002751,0.008261,0.001224,9031.7,8898.9,14002.3,9238.6,7033.6,8687.4,5972.8,5460.1,1275.9,125.9,92.3,14.1,65.1,188.8,277.2,41.1,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,2.424181,3.488456,2.706274,0.26467,11.144593,10.332145,15.794649,11.179772,33.979991,14.586269,9.239672,0,0.732386,0,115.873058,76.021746,39.851312,5.912637,2.970944,21.476738,26.974421,48.56626,9.239672,0.732386,7.68
"ACME COMPANY -1032",1032,5,"May",12364,0.008007,0.009027,0.007215,0.006063,0.006249,0.00543,0.00314,0.000194,0.00264,13939,15262.4,11141,9362.2,9649.4,8384.7,7595.7,8800.1,1748,175.6,80.3,17.6,97.5,138.9,5,67.5,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,3.632601,5.227401,3.374607,0.330032,9.695799,8.988969,22.029498,15.592924,25.000705,10.731816,0.165598,0,1.204279,0,105.974229,65.103087,40.871142,8.860002,3.704639,18.684768,37.622422,35.732521,0.165598,1.204279,7.68
"ACME COMPANY -1032",1032,6,"June",12364,0.008007,0.013644,0.004453,0.003861,0.005112,0.005509,0.003212,0.00013,0.001865,21068.4,8750.7,6876.1,5962,7893.7,8506.7,7027.4,6153.4,2853.5,138.3,78.9,12.9,82.6,135.4,3.2,45.8,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,3.074515,4.424303,2.475524,0.242103,9.529343,8.834647,17.355246,12.284394,24.370556,10.461317,0.106187,0,0.817269,0,93.975404,57.72864,36.246764,7.498818,2.717627,18.36399,29.63964,34.831873,0.106187,0.817269,7.68
"ACME COMPANY -1032",1032,7,"July",12364,0.008007,0.008837,0.004089,0.003897,0.004998,0.005611,0.003685,0.00013,0.002004,13645.6,16355.6,6314,6017.5,7717.7,8664.2,6781.9,8543.8,1676.7,118.6,89.6,9,77.9,136.5,3.2,48.7,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,2.902343,4.176542,1.718466,0.168064,10.821723,10.032812,14.875073,10.528878,24.56374,10.544244,0.105112,0,0.869152,0,91.306149,55.855609,35.45054,7.078885,1.88653,20.854535,25.403951,35.107984,0.105112,0.869152,7.68
"ACME COMPANY -1032",1032,8,"August",12364,0.008007,0.005754,0.005242,0.004568,0.005139,0.005508,0.002848,0.004944,0.002254,8885,15696.3,8094.4,7053.7,7935.4,8505.2,5744.2,7002.7,1253.5,171.5,73,16.2,90.7,141.2,126.7,57.8,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,3.378594,4.86188,3.108195,0.303977,8.81452,8.171935,21.522303,15.233922,25.416646,10.910363,4.224379,0,1.030443,0,106.977157,67.49508,39.482077,8.240474,3.412172,16.986455,36.756225,36.327009,4.224379,1.030443,7.68
"ACME COMPANY -1032",1032,9,"September",12364,0.008007,0.013326,0.006133,0.003969,0.004383,0.005835,0.001685,0.004076,0.002705,20577.3,7300.7,9470.3,6128.7,6768,9010.1,7262.1,10781.2,2513.6,298.5,45.4,12.2,81.7,157.2,109.8,72.9,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,3.043586,4.379794,2.337444,0.228599,5.482828,5.083126,37.446509,26.505397,28.301165,12.148573,3.660662,0,1.299728,0,129.917411,81.571922,48.345489,7.42338,2.566043,10.565954,63.951906,40.449738,3.660662,1.299728,7.68
"ACME COMPANY -1032",1032,10,"October",12364,0.008007,0.012854,0.004666,0.006055,0.006533,0.00556,0.002717,0.000318,0.001727,19848.5,15799.7,7205,9349.8,10087.9,8585.5,7041.3,7027.4,2911.1,129.9,73,17.4,128.1,149.4,8.5,46.4,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,4.772425,6.867636,3.322848,0.32497,8.816565,8.173831,16.301002,11.538179,26.897003,11.545822,0.284848,0,0.827831,0,99.67296,61.222522,38.450438,11.640061,3.647818,16.990396,27.839181,38.442825,0.284848,0.827831,7.68
"ACME COMPANY -1032",1032,11,"November",12364,0.008007,0.008854,0.001092,0.00392,0.005913,0.005441,0.002671,0.001563,0.00122,13671.9,13810.9,1686.2,6053.1,9130.6,8401.7,5540.4,6463.8,1262.1,14,68.6,16.6,94.7,139.7,40.1,31.3,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,3.528403,5.077458,3.173727,0.310386,8.276744,7.673363,1.7517,1.239889,25.142519,10.792691,1.337695,0,0.558626,0,68.863201,43.769414,25.093787,8.605861,3.484113,15.950107,2.991589,35.93521,1.337695,0.558626,7.68
"ACME COMPANY -1032",1032,12,"December",12364,0.008007,0.010527,0.005546,0.005761,0.005788,0.004727,0.004391,0.000265,0.002281,16255.3,13472.7,8563.8,8895.8,8937.5,7299.2,7046,7401.1,1450.4,59.2,59.8,18.8,95.2,64.4,3.6,31.1,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,3.54696,5.104162,3.596177,0.351701,7.223053,6.696487,7.429869,5.259011,11.592939,4.976391,0.120455,0,0.554159,0,56.451364,34.063612,22.387752,8.651122,3.947878,13.91954,12.68888,16.56933,0.120455,0.554159,7.68
"ACME COMPANY -1034",1034,1,"January",7000,0.004533,0.0076,0.008071,0.002986,0.0061,0.002277,0.003957,0.01311,0.001772,11736.2,5897.4,12463.5,4611.1,9419.8,3516.2,6525.9,5326.1,2333.7,181.1,85.7,6.5,78.6,49.3,283.9,38.4,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,2.926286,4.210997,1.252677,0.12251,10.347932,9.59356,22.727784,16.087185,8.875929,3.810086,9.464903,0,0.684516,0,90.104365,56.280027,33.824338,7.137283,1.375187,19.941492,38.814969,12.686015,9.464903,0.684516,7.68
"ACME COMPANY -1034",1034,2,"February",7000,0.004533,0.007788,0.007295,0.004355,0.005982,0.005569,0.003398,0.000123,0.001635,12026.5,13862.6,11265.2,6725.1,9237.6,8599.8,6271.1,5770.8,1856.7,129.8,89.8,12.6,83.4,147.2,3.2,43.2,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,3.105744,4.469241,2.41251,0.23594,10.846771,10.056034,16.280381,11.523583,26.502784,11.376599,0.108281,0,0.771005,0,97.688873,60.027476,37.661397,7.574985,2.64845,20.902805,27.803964,37.879383,0.108281,0.771005,7.68
"ACME COMPANY -1034",1034,3,"March",7000,0.004533,0.012423,0.006816,0.005784,0.005638,0.006599,0.002703,0.010271,0.002158,19184,14006.2,10525.5,8931.8,8706.4,10190.4,6901.2,6036.4,2950.3,79.1,81.8,13.3,90,199.6,310.7,65.3,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,3.352188,4.823881,2.549571,0.249345,9.873416,9.153637,9.928302,7.027453,35.937361,15.42649,10.357442,0,1.164003,0,109.843089,73.162283,36.680806,8.176069,2.798916,19.027053,16.955755,51.363851,10.357442,1.164003,7.68
"ACME COMPANY -1034",1034,4,"April",7000,0.004533,0.002861,0.009277,0.00453,0.004325,0.003904,0.002064,0.00846,0.001412,4418,6677.3,14325.8,6995.4,6678.8,6028.7,6116.7,6295.8,624,128.8,69.3,10.7,61.8,131,283.9,47.4,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,2.301635,3.312109,2.049159,0.200405,8.362004,7.752408,16.157103,11.436325,23.579239,10.121636,9.462284,0,0.84465,0,95.578957,62.756074,32.822883,5.613744,2.249564,16.114412,27.593428,33.700875,9.462284,0.84465,7.68
"ACME COMPANY -1034",1034,5,"May",7000,0.004533,0.004229,0.005476,0.00533,0.005293,0.005305,0.00314,0.000167,0.002228,6530.6,15263.2,8456.2,8230.8,8173.6,8192.1,6536.7,7427.8,818.9,133.3,80.3,15.5,82.6,135.7,4.3,57,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,3.076598,4.4273,2.96679,0.290148,9.695799,8.988969,16.721955,11.836138,24.424416,10.484437,0.142521,0,1.016386,0,94.071457,58.044465,36.026992,7.503898,3.256938,18.684768,28.558093,34.908853,0.142521,1.016386,7.68
"ACME COMPANY -1034",1034,6,"June",7000,0.004533,0.003678,0.004598,0.004296,0.003723,0.004943,0.002593,0.000121,0.001728,5679.7,7066.4,7100.4,6634,5749.2,7633.1,6553.7,5701.3,769.2,142.8,63.7,14.4,60.1,121.5,3,42.5,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,2.239125,3.222155,2.754558,0.269392,7.694231,7.133316,17.918058,12.682764,21.864974,9.38577,0.099035,0,0.757242,0,86.02062,53.327223,32.693397,5.46128,3.02395,14.827547,30.600822,31.250744,0.099035,0.757242,7.68
"ACME COMPANY -1034",1034,7,"July",7000,0.004533,0.005137,0.004011,0.003448,0.003416,0.005833,0.003685,0.00013,0.001739,7932.7,16356.5,6193.9,5324.5,5275.1,9007.5,6782.3,7413.9,974.6,116.3,89.6,7.9,53.3,141.9,3.2,42.3,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,1.983784,2.854714,1.520672,0.14872,10.821723,10.032812,14.589406,10.326677,25.53827,10.962571,0.105112,0,0.754207,0,89.638668,55.313174,34.325494,4.838498,1.669392,20.854535,24.916083,36.500841,0.105112,0.754207,7.68
"ACME COMPANY -1034",1034,8,"August",7000,0.004533,0.004586,0.005184,0.004396,0.003778,0.005413,0.002848,0.004966,0.002084,7081.8,15697.1,8005.3,6788.4,5834.1,8358.9,5769.2,6473.4,998.9,169.6,73,15.6,66.7,138.8,127.3,53.4,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,2.483736,3.574156,2.991679,0.292582,8.81452,8.171935,21.28401,15.065253,24.978849,10.722434,4.243387,0,0.952529,0,103.57507,65.74871,37.82636,6.057892,3.284261,16.986455,36.349263,35.701283,4.243387,0.952529,7.68
"ACME COMPANY -1034",1034,9,"September",7000,0.004533,0.012532,0.005575,0.002174,0.002607,0.005309,0.002306,0.003951,0.00264,19352.3,9988.1,8609.1,3357.2,4025.8,8198.3,7041.7,10522.4,2363.9,271.3,62.1,6.7,48.6,143.1,106.5,71.1,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.23,0.27,1,0.74,0.41,0.33,1,1.810448,2.605279,1.280409,0.125222,7.500419,6.953633,34.039297,24.093703,25.751915,11.05428,3.548777,0,1.268577,0,120.031959,75.199842,44.832117,4.415727,1.405631,14.454052,58.133,36.806195,3.548777,1.268577,7.68
